index	coefficient	p_value	random_intercept_variance	residual_variance	log_likelihood	aic	bic	bse	q_value
A0A075B6H7	-0.22347396892817595	0.6425678795717635	0.808781339061211	0.9353135076067454	-143.44626183190832			0.48150924964255365	0.8338383489194705
A0A0A0MRZ8	0.15134300472845735	0.7671559753911915	0.9260970677618501	0.928825980457013	-122.20805977140739			0.5111263705043506	0.9007229727083514
GATD3	0.3266053172721786	0.3425586561593986	0.22372815684022876	0.5460063486890794	-131.95229764581393			0.34411316777846535	0.6072302915499235
A0A0J9YWP8	-0.4462680902526642	0.13571274073150033	0.17350832841752237	0.3683276155304627	-98.78349925108279			0.29911769570960256	0.3589020983957063
SHTN1	-0.1452875806341793	0.6814013530582592	0.2733628483696875	0.488413159574074	-117.44511750521409			0.3538838416107713	0.8583167751808358
ILVBL	-0.699277896214821	0.012346805918989559	0.14399938015380195	0.33310286256446453	-93.66262579163339			0.27947928464063954	0.07966291635087516
A2A2Z9	-0.14150746403478973	0.7153215436042539	0.06645373075557141	0.6583841141435433	-138.18479230465658			0.38799090808015596	0.8760738032215009
FUOM	0.3046945056783998	0.45824072286813755	0.0009020747373896744	0.6612938387692404	-114.5213811671737			0.4107796370828763	0.7232215344985414
VWA8	-0.2607141486787634	0.346357693039023	0.24287219045661124	0.3348577816237215	-100.02761217439584			0.27686134879602464	0.6124676191415331
USP17L3	-0.21977250644037907	0.5281061469122703	0.9777311353740752	0.5345821280039018	-128.39748211525873			0.34834780735616566	0.7759928472069225
ASPDH	-0.04479538754160138	0.8565270114245048	0.26879872454154474	0.270268142847318	-93.807034541326			0.2477663735765432	0.9445916746816413
PALM3	0.033726588686954245	0.9233291420364061	0.17002968842515712	0.4817857903430562	-101.04599272264647			0.3504387625878885	0.9699639598422496
TTC36	-0.5893808304048429	0.037762255648583196	0.09920797677160818	0.32168189549424797	-86.20878051349393			0.2837072518680151	0.16305548336465156
EIF3CL	-0.1892465623025725	0.5521707725742371	0.09941936878890957	0.4523281944054835	-120.56306333860954			0.31832337121657756	0.7920405289736075
HNRNPCL4	0.2866895597779765	0.370412667230249	0.12671616280633588	0.39572851511607565	-94.059188582845			0.3200729643484907	0.6371996521361443
NACA	0.5189163392296184	0.20588965027986117	0.020390412203976645	0.7535067862513818	-144.45756930495145			0.41022711958832797	0.4616753276581707
AGPS	-0.20911764507432237	0.585509630095972	0.8415614141612584	0.5411476101001476	-106.0460283844061			0.38345258137104654	0.808770492447234
TK2	-0.15732286364826364	0.6607361318465421	0.19826606716286574	0.5397362845432333	-116.44521801478308			0.35845048947826896	0.8442182443320007
PDLIM1	0.22023615974902916	0.5607539909014054	0.18387375545525322	0.6262877285816111	-137.96465009487247			0.3785935249742315	0.7982330690430827
MYO1C	-0.8288367784516882	0.012476059659954747	9.244608804766068e-11	0.4906055146438088	-117.88666797995464			0.3317490143603666	0.08018963537161754
FXYD1	0.5278307959261874	0.10101676269517626	0.06976854209618721	0.375416896342416	-90.88334460152558			0.3218589908947315	0.2973990006620224
AP3B1	0.05885863995009928	0.8474212185478832	0.0808712974366125	0.32591132003462503	-80.34499219912266			0.3059025098335393	0.9421041750101312
NDUFS8	0.6629857730855965	0.08136985874856267	0.1394440938300313	0.5005668377557562	-104.61459424295751			0.3804157726050804	0.2655558956057743
PSMD11	0.1897103161806841	0.641320487642608	0.0033805203532631094	0.6758675006435415	-136.56504645965998			0.40723185434291975	0.8338383489194705
PSMD9	-0.5576845376217207	0.21440866478537512	0.13112232690223022	0.8383955872857023	-146.57931242232533			0.44919001980925727	0.47464814265722516
PGRMC1	-0.8348330334881323	0.007966034787861998	0.03565201591566295	0.4621634749287172	-123.7077737634487			0.3146150884510762	0.057066338255176416
CLIC1	-0.036974592317451045	0.928979044452616	0.061647898630927914	0.7308828507485902	-137.3494342756526			0.41484154107351334	0.9708178398252052
EIF3F	0.3248953351258654	0.31896809794848446	0.019071751757547068	0.47525263454287253	-121.51675452189812			0.3260100748466059	0.583673694498015
IPO5	-0.09424753227359466	0.7632412102647007	0.24866376792826297	0.42538454885887367	-112.392463746804			0.31287850503517106	0.9005370312493387
DNM1L	-0.1939761204917262	0.6481214698839605	7.186668703291e-11	0.7034720760412628	-127.30463044003437			0.42503815602114564	0.8358546103385497
BTN3A1	-0.38526731939970493	0.23704089154986852	0.14231414350674537	0.4656622776796417	-119.46930107614719			0.3258307525631116	0.49822028903608484
NDUFA4	0.6167157918857838	0.015816010092653526	0.15920397947990747	0.2938808542673406	-97.64400123927703			0.2555663423321233	0.09615220576183588
PSMD14	-0.2058833740732658	0.4910089805812665	0.005028124429500139	0.4147083753972188	-115.18256724191338			0.298942796321882	0.75222617950117
